frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2
32067,0,1,1,2,6,2,1,6,1
32068,2,7,2,1,1,1,2,2,2
32069,2,2,2,1,0,2,4,4,1
32070,3,0,3,3,3,3,2,0,2
32071,2,7,2,2,2,3,2,2,2
32072,5,5,3,5,1,1,2,2,5
32073,6,4,4,4,1,5,0,4,4
32074,0,1,1,4,1,5,3,4,0
32075,4,4,1,5,1,1,4,1,6
32076,1,1,1,3,0,3,2,0,2
32077,4,1,0,4,4,4,3,7,3
32078,1,1,1,1,0,2,2,0,2
32079,2,5,5,1,1,0,3,3,3
32080,0,4,6,0,3,3,6,1,1
32081,2,2,5,3,7,4,7,3,3
32082,0,4,6,2,2,3,2,2,5
32083,0,0,1,0,2,6,4,0,0
32084,5,5,3,2,3,0,2,0,2
32085,5,5,3,3,7,4,2,2,5
32086,4,4,4,3,7,4,2,2,5
32087,4,6,4,3,7,4,4,0,0
32088,3,0,3,2,6,2,3,4,0
32089,6,4,4,2,2,3,2,2,2
32090,3,0,4,1,1,1,7,3,3
32091,3,3,0,6,2,2,0,3,7
32092,3,0,4,4,0,4,0,4,4
32093,5,3,0,1,1,0,0,2,2
32094,0,3,3,4,0,4,1,1,1
32095,1,0,0,0,2,6,0,4,4
32096,7,2,2,2,2,2,3,3,3
32097,3,3,0,1,0,2,3,3,4
32098,2,2,2,2,2,2,7,3,3
32099,3,0,4,2,6,2,3,3,3
32100,3,3,3,2,6,2,4,4,1
32101,4,4,1,1,1,0,0,4,4
32102,1,1,2,2,2,3,4,0,0
32103,0,3,3,1,1,0,4,0,0
32104,1,1,2,1,1,1,1,1,2
32105,7,2,2,1,1,0,2,2,2
32106,5,3,0,0,4,4,2,2,5
32107,6,4,4,7,4,0,1,2,0
32108,3,3,3,0,2,6,0,4,4
32109,5,3,0,7,4,0,0,4,4
32110,1,1,1,4,0,4,3,3,3
32111,1,2,7,3,3,7,4,1,6
32112,4,4,4,5,1,1,3,3,4
32113,1,0,0,4,4,1,4,1,6
32114,1,0,0,2,2,2,1,1,1
32115,0,0,1,3,3,3,0,2,2
32116,3,0,4,0,2,6,2,2,2
32117,7,2,2,1,1,0,4,4,1
32118,2,5,5,0,2,6,4,1,6
32119,0,0,1,2,3,0,4,4,1
32120,4,6,4,3,0,3,3,3,4
32121,0,3,3,6,2,2,5,5,0
32122,2,2,5,4,1,5,3,3,4
32123,1,0,0,1,0,2,2,2,5
32124,4,1,0,1,5,1,0,0,4
32125,0,4,6,2,2,3,0,2,2
32126,2,5,5,1,1,1,1,1,1
32127,2,2,5,2,3,0,3,3,4
32128,6,4,4,4,0,4,3,7,3
32129,4,4,4,0,2,6,3,4,0
32130,4,4,1,7,4,0,0,4,4
32131,6,4,4,5,1,1,2,5,5
32132,1,0,0,3,0,3,6,1,1
32133,5,5,3,4,4,4,1,2,0
32134,3,0,4,1,1,0,2,2,5
32135,0,0,1,2,2,2,4,0,0
32136,3,3,0,4,4,4,3,3,3
32137,1,1,2,4,4,4,1,1,2
32138,2,2,2,1,1,0,6,1,1
32139,4,1,0,0,3,3,3,7,3
32140,2,2,2,2,3,0,1,1,1
32141,4,6,4,3,0,3,5,5,0
32142,1,0,0,1,1,1,1,6,1
32143,2,2,5,1,5,1,6,1,1
32144,2,2,5,1,0,2,7,3,3
32145,4,1,0,2,6,2,6,1,1
32146,3,0,3,3,3,7,1,1,2
32147,4,1,0,0,4,4,3,3,4
32148,1,1,1,7,4,0,0,3,7
32149,4,4,4,1,5,1,5,0,3
32150,0,3,3,3,0,3,4,0,0
32151,3,3,3,4,4,4,1,2,0
32152,6,4,4,2,2,2,0,2,2
32153,2,7,2,1,1,1,2,0,2
32154,0,1,1,4,4,1,4,4,1
32155,1,1,2,0,4,4,3,4,0
32156,3,0,3,1,0,2,5,5,0
32157,4,4,4,0,4,4,0,0,4
32158,3,0,3,3,7,4,4,4,1
32159,4,4,4,4,4,1,4,0,0
32160,4,1,0,5,1,1,7,3,3
32161,1,1,2,4,4,1,4,1,6
32162,3,3,0,1,0,2,0,3,7
32163,1,0,0,2,6,2,4,4,4
32164,1,2,7,3,3,7,3,7,3
32165,3,3,0,0,2,6,0,0,4
32166,0,0,1,2,3,0,6,1,1
32167,0,4,6,5,1,1,1,6,1
32168,1,1,1,4,4,1,5,0,3
32169,1,0,0,3,3,3,2,2,5
32170,0,0,1,2,6,2,2,2,5
32171,1,1,1,3,3,7,5,0,3
32172,4,4,4,1,1,0,3,3,4
32173,0,1,1,1,1,0,0,4,4
32174,1,0,0,4,1,5,0,0,4
32175,4,6,4,1,0,2,1,1,2
32176,0,0,1,2,2,2,4,4,1
32177,5,5,3,4,4,4,0,4,4
32178,4,4,1,2,6,2,0,4,4
32179,1,1,1,5,1,1,6,1,1
32180,2,5,5,3,3,3,1,1,2
32181,3,3,0,3,3,7,3,3,3
32182,0,1,1,0,4,4,4,4,1
32183,4,1,0,2,3,0,0,2,2
32184,0,4,6,2,2,3,3,7,3
32185,1,1,1,2,6,2,1,2,0
32186,0,0,1,2,6,2,0,3,7
32187,4,4,1,0,2,6,4,4,4
32188,2,5,5,2,2,3,3,4,0
32189,7,2,2,0,3,3,0,3,7
32190,1,1,1,1,1,1,3,4,0
32191,2,2,2,0,3,3,1,2,0
32192,4,1,0,0,2,6,3,3,3
32193,3,3,3,0,4,4,0,2,2
32194,5,3,0,0,2,6,4,1,6
32195,4,1,0,3,0,3,3,3,4
32196,4,4,1,2,6,2,2,2,5
32197,5,3,0,3,7,4,1,2,0
32198,4,4,4,2,6,2,4,0,0
32199,2,5,5,4,1,5,2,0,2
32200,4,1,0,2,3,0,3,3,4
32201,5,3,0,1,0,2,5,5,0
32202,2,5,5,0,4,4,5,5,0
32203,2,2,5,1,0,2,3,7,3
32204,2,2,5,3,0,3,4,4,1
32205,0,0,1,4,1,5,0,2,2
32206,0,0,1,2,6,2,1,1,2
32207,0,0,1,2,2,3,2,2,5
32208,2,7,2,1,5,1,2,2,5
32209,6,4,4,1,0,2,2,2,2
32210,4,1,0,7,4,0,0,3,7
32211,2,5,5,4,4,4,1,2,0
32212,4,4,4,0,2,6,2,5,5
32213,5,3,0,7,4,0,5,0,3
32214,4,1,0,2,2,2,5,5,0
32215,0,1,1,3,7,4,7,3,3
32216,4,4,4,6,2,2,1,1,1
32217,0,0,1,1,0,2,2,5,5
32218,7,2,2,1,1,1,2,5,5
32219,5,3,0,1,0,2,1,2,0
32220,2,5,5,1,5,1,4,0,0
32221,4,4,4,4,1,5,1,2,0
32222,3,3,0,3,7,4,4,0,0
32223,4,4,4,5,1,1,2,0,2
32224,0,1,1,1,0,2,5,0,3
32225,0,4,6,3,3,3,3,7,3
32226,2,2,2,1,1,1,0,2,2
32227,0,3,3,4,4,4,0,3,7
32228,2,5,5,4,4,4,1,1,1
32229,3,0,3,3,3,7,4,4,4
32230,5,5,3,2,3,0,4,0,0
32231,0,3,3,3,0,3,1,1,2
32232,0,1,1,0,4,4,0,4,4
32233,3,3,0,3,0,3,3,3,4
32234,0,4,6,3,7,4,0,4,4
32235,7,2,2,1,1,0,5,0,3
32236,0,0,1,1,5,1,2,5,5
32237,1,2,7,1,1,0,0,3,7
32238,4,6,4,4,0,4,0,3,7
32239,0,0,1,4,4,4,2,2,5
32240,2,5,5,1,1,1,1,1,1
32241,4,4,4,1,1,0,1,2,0
32242,4,4,4,1,5,1,0,3,7
32243,0,3,3,0,4,4,4,4,1
32244,4,4,1,4,0,4,0,2,2
32245,3,3,3,3,3,7,5,0,3
32246,2,5,5,3,7,4,4,0,0
32247,4,6,4,1,0,2,6,1,1
32248,2,5,5,2,2,3,7,3,3
32249,7,2,2,3,7,4,5,5,0
32250,3,0,3,2,2,3,3,3,4
32251,6,4,4,2,2,2,4,0,0
32252,0,1,1,5,1,1,4,1,6
32253,0,1,1,2,2,2,7,3,3
32254,0,3,3,2,3,0,4,1,6
32255,6,4,4,3,3,7,3,4,0
32256,7,2,2,4,4,1,3,4,0
32257,4,1,0,7,4,0,5,0,3
32258,0,3,3,2,2,3,1,1,2
32259,5,3,0,2,2,3,5,0,3
32260,4,4,4,2,3,0,4,1,6
32261,7,2,2,4,1,5,1,1,1
32262,1,2,7,3,7,4,4,4,4
32263,2,5,5,2,2,2,0,3,7
32264,3,0,4,4,4,1,1,2,0
32265,4,1,0,3,0,3,2,2,5
32266,3,3,0,4,4,4,4,4,4
32267,3,0,3,2,3,0,0,2,2
32268,0,0,1,4,4,4,1,2,0
32269,5,5,3,2,3,0,3,3,3
32270,5,3,0,0,4,4,5,5,0
32271,3,0,3,4,4,1,7,3,3
32272,1,2,7,2,6,2,1,1,2
32273,4,1,0,2,6,2,0,4,4
32274,5,5,3,2,2,2,4,0,0
32275,2,2,2,2,3,0,1,6,1
32276,6,4,4,2,6,2,3,4,0
32277,2,5,5,2,2,2,0,4,4
32278,1,1,1,3,3,3,1,2,0
32279,3,3,0,0,2,6,7,3,3
32280,3,3,3,3,3,3,7,3,3
32281,5,3,0,4,0,4,1,6,1
32282,7,2,2,3,7,4,5,5,0
32283,1,2,7,0,2,6,6,1,1
32284,2,5,5,1,0,2,4,1,6
32285,4,4,1,0,2,6,1,6,1
32286,4,6,4,0,3,3,4,4,1
32287,2,2,2,1,1,0,7,3,3
32288,1,0,0,2,3,0,2,0,2
32289,4,1,0,7,4,0,2,2,2
32290,5,5,3,6,2,2,0,2,2
32291,0,1,1,5,1,1,0,0,4
32292,7,2,2,3,3,7,2,0,2
32293,0,0,1,2,6,2,3,4,0
32294,4,6,4,2,2,3,3,3,3
32295,5,5,3,1,1,1,4,4,1
32296,5,5,3,1,1,1,0,4,4
32297,1,1,2,0,4,4,5,0,3
32298,7,2,2,4,4,4,4,0,0
32299,2,2,2,3,7,4,5,5,0
32300,6,4,4,0,3,3,1,1,1
32301,2,2,2,4,0,4,4,4,1
32302,5,5,3,4,4,1,5,5,0
32303,2,7,2,0,2,6,6,1,1
32304,4,1,0,7,4,0,2,5,5
32305,3,0,3,4,0,4,3,7,3
32306,3,3,0,4,0,4,5,5,0
32307,0,0,1,4,1,5,1,1,1
32308,1,1,2,0,3,3,2,0,2
32309,3,3,3,7,4,0,1,1,2
32310,2,7,2,4,4,1,0,0,4
32311,0,1,1,4,0,4,0,4,4
32312,3,0,4,3,3,3,4,4,4
32313,5,5,3,4,4,4,0,3,7
32314,1,1,2,4,4,1,5,0,3
32315,1,1,2,5,1,1,2,5,5
32316,0,1,1,1,5,1,3,4,0
32317,0,1,1,0,3,3,3,3,3
32318,4,4,4,4,4,1,2,0,2
32319,1,2,7,1,1,1,0,2,2
32320,0,3,3,1,1,0,4,4,4
32321,1,2,7,1,1,1,1,2,0
32322,4,1,0,4,4,4,2,2,2
32323,1,2,7,2,3,0,2,2,2
32324,5,5,3,6,2,2,5,5,0
32325,1,1,2,7,4,0,4,4,1
32326,2,2,2,4,4,4,1,6,1
32327,5,3,0,6,2,2,4,4,1
32328,4,4,4,1,5,1,4,1,6
32329,2,2,5,3,0,3,0,0,4
32330,0,0,1,5,1,1,6,1,1
32331,2,2,5,4,1,5,3,3,4
32332,5,5,3,5,1,1,2,5,5
32333,1,1,1,2,2,3,2,5,5
32334,5,5,3,0,4,4,5,5,0
32335,0,1,1,1,1,1,0,2,2
32336,0,4,6,3,7,4,2,5,5
32337,2,2,2,5,1,1,2,5,5
32338,4,4,4,0,4,4,6,1,1
32339,2,2,5,4,1,5,0,3,7
32340,3,3,3,2,2,2,1,1,1
32341,3,0,4,4,0,4,6,1,1
32342,4,4,1,0,2,6,0,2,2
32343,2,2,2,1,0,2,3,3,3
32344,3,3,3,5,1,1,0,2,2
32345,1,2,7,2,6,2,4,4,1
32346,0,1,1,0,4,4,0,4,4
32347,0,1,1,1,1,0,5,0,3
32348,1,0,0,3,7,4,1,1,2
32349,1,1,2,1,1,0,3,4,0
32350,6,4,4,1,1,1,0,0,4
32351,0,1,1,3,0,3,4,4,1
32352,5,3,0,3,3,3,7,3,3
32353,4,4,4,1,1,0,0,0,4
32354,0,1,1,4,0,4,6,1,1
32355,1,1,2,5,1,1,0,2,2
32356,3,0,4,3,7,4,4,1,6
32357,3,0,4,0,2,6,3,3,3
32358,2,5,5,3,7,4,2,2,2
32359,0,3,3,5,1,1,3,4,0
32360,3,3,3,1,5,1,4,4,1
32361,0,3,3,2,2,3,3,3,3
32362,2,2,2,1,1,1,3,3,4
32363,4,4,1,1,1,1,1,6,1
32364,1,0,0,7,4,0,1,2,0
32365,1,1,1,1,1,0,1,6,1
32366,2,2,2,0,4,4,3,3,4
32367,6,4,4,2,2,2,2,5,5
32368,6,4,4,5,1,1,0,3,7
32369,6,4,4,6,2,2,1,1,1
32370,6,4,4,1,1,0,1,1,1
32371,1,1,2,6,2,2,6,1,1
32372,3,0,4,3,3,3,0,4,4
32373,1,0,0,2,2,2,3,7,3
32374,3,0,3,2,6,2,6,1,1
32375,2,5,5,2,2,2,1,2,0
32376,0,1,1,4,1,5,3,4,0
32377,2,2,5,5,1,1,0,4,4
32378,1,0,0,3,7,4,0,2,2
32379,4,4,1,2,3,0,3,3,4
32380,2,7,2,0,4,4,2,2,5
32381,3,0,3,2,3,0,4,4,4
32382,3,0,4,2,6,2,0,0,4
32383,3,0,3,0,3,3,0,4,4
32384,0,3,3,1,5,1,2,2,5
32385,2,2,2,4,0,4,2,0,2
32386,3,0,4,3,7,4,5,5,0
32387,1,1,2,4,1,5,5,5,0
32388,2,2,5,4,1,5,4,4,4
32389,4,4,4,5,1,1,0,2,2
32390,3,3,3,5,1,1,4,1,6
32391,2,7,2,1,1,1,0,3,7
32392,2,7,2,7,4,0,1,1,2
32393,3,3,3,0,2,6,4,4,4
32394,2,2,2,3,3,7,1,6,1
32395,4,4,1,2,3,0,4,4,1
32396,2,2,2,1,5,1,3,3,3
32397,1,2,7,0,4,4,3,4,0
32398,2,2,5,1,5,1,3,3,4
32399,4,6,4,1,5,1,4,0,0
32400,2,2,2,4,4,1,3,7,3
32401,6,4,4,1,5,1,4,4,4
32402,1,1,1,6,2,2,2,2,2
32403,1,1,2,2,6,2,7,3,3
32404,2,7,2,1,1,0,6,1,1
32405,7,2,2,0,2,6,5,0,3
32406,1,1,2,0,3,3,0,2,2
32407,2,5,5,3,0,3,5,0,3
32408,1,1,2,1,1,0,2,5,5
32409,3,0,3,3,0,3,2,2,5
32410,6,4,4,4,1,5,1,1,1
32411,3,3,0,1,5,1,3,4,0
32412,1,0,0,0,2,6,4,4,1
32413,3,0,3,2,2,2,2,2,2
32414,0,0,1,5,1,1,2,2,2
32415,3,3,3,0,4,4,3,4,0
32416,0,0,1,0,4,4,0,4,4
32417,0,4,6,4,4,4,2,0,2
32418,0,3,3,2,2,2,3,7,3
32419,1,1,2,1,1,0,0,3,7
32420,4,4,1,2,6,2,4,4,4
32421,1,1,1,2,3,0,5,5,0
32422,7,2,2,2,6,2,0,4,4
32423,0,3,3,7,4,0,0,0,4
32424,3,0,3,1,1,0,3,7,3
32425,4,4,1,0,4,4,1,1,1
32426,1,2,7,2,2,3,3,4,0
32427,5,5,3,3,7,4,0,2,2
32428,2,5,5,2,2,2,6,1,1
32429,3,3,3,3,3,3,1,2,0
32430,5,5,3,0,3,3,4,4,4
32431,4,4,4,6,2,2,3,3,3
32432,3,3,0,4,1,5,3,3,4
32433,2,2,2,4,1,5,4,0,0
32434,7,2,2,0,4,4,5,5,0
32435,4,6,4,2,6,2,4,4,1
32436,1,0,0,4,4,1,5,0,3
32437,3,0,4,2,6,2,0,3,7
32438,1,1,1,4,1,5,2,0,2
32439,6,4,4,0,3,3,1,6,1
32440,0,0,1,2,2,3,4,1,6
32441,2,7,2,1,1,1,1,1,1
32442,0,1,1,3,3,3,0,2,2
32443,2,2,5,2,3,0,2,2,5
32444,3,0,4,4,4,1,2,2,2
32445,0,1,1,3,0,3,1,6,1
32446,1,2,7,1,1,1,3,4,0
32447,0,3,3,4,4,1,4,4,4
32448,3,3,3,4,4,1,1,2,0
32449,1,1,1,7,4,0,4,4,4
32450,2,2,2,1,1,1,0,3,7
32451,2,5,5,4,0,4,2,5,5
32452,5,3,0,2,2,3,1,1,2
32453,2,2,2,1,1,0,0,4,4
32454,7,2,2,4,4,4,4,0,0
32455,0,0,1,2,2,2,4,0,0
32456,2,5,5,3,3,7,1,6,1
32457,1,2,7,6,2,2,2,2,2
32458,7,2,2,6,2,2,6,1,1
32459,2,2,5,4,0,4,1,1,2
32460,2,2,2,7,4,0,4,4,1
32461,3,0,4,2,3,0,4,4,4
32462,1,1,1,2,2,2,4,0,0
32463,0,3,3,6,2,2,1,2,0
32464,1,2,7,1,0,2,0,3,7
32465,4,1,0,4,0,4,0,3,7
32466,0,3,3,4,1,5,1,6,1
32467,7,2,2,0,3,3,0,3,7
32468,3,0,3,3,3,7,2,2,2
32469,1,2,7,6,2,2,1,6,1
32470,2,5,5,0,2,6,4,4,1
32471,5,3,0,2,2,2,2,2,5
32472,0,1,1,0,3,3,3,4,0
32473,4,1,0,3,7,4,4,4,1
32474,2,7,2,0,2,6,1,1,2
32475,4,6,4,7,4,0,0,4,4
32476,4,1,0,2,2,2,4,4,4
32477,0,3,3,4,4,4,0,4,4
32478,2,2,2,7,4,0,4,0,0
32479,2,5,5,3,3,3,4,0,0
32480,7,2,2,0,3,3,2,2,5
32481,4,1,0,0,3,3,0,3,7
32482,1,2,7,3,3,7,0,0,4
32483,2,5,5,0,2,6,0,4,4
32484,5,5,3,3,3,3,4,4,1
32485,0,4,6,0,2,6,7,3,3
32486,4,4,4,4,0,4,1,1,2
32487,3,0,3,3,7,4,5,0,3
32488,3,3,3,7,4,0,5,5,0
32489,0,4,6,2,6,2,3,3,3
32490,2,2,5,0,4,4,3,3,4
32491,7,2,2,3,3,3,2,2,2
32492,1,2,7,1,1,0,7,3,3
32493,3,3,0,4,4,1,2,2,5
32494,1,1,2,5,1,1,0,3,7
32495,4,1,0,4,1,5,0,3,7
32496,5,3,0,3,3,7,2,0,2
32497,2,2,5,4,4,4,0,2,2
32498,2,2,5,6,2,2,4,4,1
32499,2,2,2,3,0,3,2,2,2
32500,4,6,4,6,2,2,7,3,3
32501,1,2,7,0,2,6,2,2,5
32502,0,3,3,3,0,3,4,0,0
32503,4,4,1,3,3,7,1,1,1
32504,2,2,2,1,0,2,2,2,2
32505,1,1,2,4,0,4,2,0,2
32506,5,5,3,4,4,4,4,1,6
32507,0,1,1,4,1,5,2,2,2
32508,3,3,0,0,4,4,4,4,1
32509,1,1,2,7,4,0,3,7,3
32510,1,1,1,1,1,1,6,1,1
32511,3,0,3,2,2,3,1,6,1
32512,5,5,3,4,4,4,2,2,5
32513,2,5,5,0,2,6,6,1,1
32514,1,0,0,4,4,1,1,6,1
32515,2,5,5,1,1,0,3,7,3
32516,4,4,4,2,2,3,4,4,4
32517,5,3,0,1,1,1,4,4,4
32518,4,1,0,1,0,2,4,1,6
32519,3,3,3,3,3,7,2,2,5
32520,6,4,4,0,2,6,0,2,2
32521,1,2,7,0,3,3,7,3,3
32522,1,1,1,3,7,4,5,5,0
32523,7,2,2,4,4,4,4,1,6
32524,7,2,2,5,1,1,3,7,3
32525,1,2,7,4,4,1,0,3,7
32526,1,0,0,1,5,1,0,4,4
32527,1,0,0,2,3,0,1,1,1
32528,4,1,0,4,4,4,6,1,1
32529,6,4,4,3,3,3,4,4,1
32530,4,6,4,3,3,7,4,4,1
32531,2,2,2,3,0,3,1,2,0
32532,1,0,0,3,0,3,0,4,4
32533,6,4,4,0,3,3,4,4,4
32534,5,5,3,0,4,4,3,3,4
32535,2,2,2,2,2,2,1,2,0
32536,1,2,7,1,1,1,0,2,2
32537,1,2,7,3,0,3,5,5,0
32538,7,2,2,1,5,1,0,3,7
32539,0,1,1,5,1,1,3,4,0
32540,4,4,4,0,3,3,2,5,5
32541,1,1,1,3,0,3,3,3,3
32542,1,1,1,7,4,0,3,7,3
32543,0,4,6,4,0,4,1,1,2
32544,3,0,4,5,1,1,3,4,0
32545,5,5,3,2,3,0,1,6,1
32546,0,1,1,2,3,0,4,4,1
32547,3,3,3,2,3,0,7,3,3
32548,5,3,0,6,2,2,4,1,6
32549,5,3,0,1,5,1,3,4,0
32550,2,2,2,0,4,4,5,0,3
32551,3,0,4,5,1,1,2,2,5
32552,1,1,2,7,4,0,4,4,4
32553,3,0,4,4,4,4,0,3,7
32554,7,2,2,6,2,2,3,3,4
32555,3,0,4,4,4,4,2,2,5
32556,2,5,5,7,4,0,4,4,4
32557,1,1,1,7,4,0,3,7,3
32558,1,2,7,3,3,7,1,1,2
32559,2,5,5,1,1,1,2,0,2
32560,2,7,2,5,1,1,1,1,2
32561,4,1,0,3,3,7,0,2,2
32562,1,1,1,5,1,1,2,0,2
32563,3,3,0,7,4,0,1,1,1
32564,6,4,4,3,3,7,7,3,3
32565,4,6,4,4,4,1,2,0,2
32566,0,3,3,3,7,4,2,2,2
32567,0,4,6,3,7,4,6,1,1
32568,2,5,5,4,4,4,4,1,6
32569,3,0,4,6,2,2,1,1,1
32570,6,4,4,0,3,3,1,2,0
32571,0,4,6,1,5,1,1,6,1
32572,3,0,4,1,0,2,4,0,0
32573,3,3,0,6,2,2,4,4,4
32574,3,3,3,3,3,7,0,2,2
32575,1,2,7,1,0,2,3,4,0
32576,1,1,1,4,4,1,2,2,5
32577,2,5,5,2,2,2,5,0,3
32578,7,2,2,1,5,1,3,7,3
32579,3,3,3,1,1,0,7,3,3
32580,4,6,4,2,3,0,1,1,2
32581,4,6,4,4,4,1,0,4,4
32582,0,4,6,2,3,0,2,5,5
32583,2,2,2,4,4,4,1,1,1
32584,4,6,4,3,3,7,3,3,3
32585,0,4,6,0,2,6,4,0,0
32586,2,2,5,5,1,1,2,5,5
32587,1,2,7,1,1,0,2,5,5
32588,2,2,2,4,4,4,2,2,5
32589,1,1,2,4,4,1,7,3,3
32590,0,4,6,3,0,3,1,2,0
32591,2,2,2,2,2,3,2,0,2
32592,4,6,4,3,3,7,1,1,2
32593,1,1,1,4,0,4,3,3,3
32594,7,2,2,5,1,1,4,1,6
32595,2,2,2,2,2,2,3,3,3
32596,1,0,0,2,2,3,5,5,0
32597,0,1,1,2,3,0,0,3,7
32598,0,1,1,3,3,7,2,2,5
32599,2,5,5,4,0,4,0,2,2
32600,3,3,0,0,3,3,5,5,0
32601,2,2,2,2,3,0,3,4,0
32602,1,1,1,3,3,7,3,3,3
32603,0,0,1,2,2,3,0,2,2
32604,3,3,3,3,7,4,5,0,3
32605,4,6,4,2,2,3,0,0,4
32606,5,5,3,6,2,2,5,5,0
32607,3,3,3,0,2,6,2,5,5
32608,2,5,5,3,0,3,1,1,2
32609,0,4,6,3,3,7,1,1,2
32610,0,0,1,4,4,4,1,1,2
32611,3,0,4,2,3,0,2,0,2
32612,5,3,0,2,2,3,0,0,4
32613,0,0,1,3,3,3,1,1,2
32614,0,0,1,3,3,7,1,1,2
32615,1,2,7,4,4,1,1,6,1
32616,2,7,2,2,2,2,0,3,7
32617,3,0,3,3,3,7,1,2,0
32618,0,3,3,3,7,4,0,3,7
32619,0,1,1,2,3,0,4,4,1
32620,0,0,1,4,4,1,4,0,0
32621,1,2,7,3,0,3,4,4,4
32622,3,3,0,3,0,3,2,5,5
32623,1,2,7,4,0,4,4,1,6
32624,1,1,1,1,1,0,3,4,0
32625,6,4,4,4,4,4,5,0,3
32626,1,0,0,7,4,0,0,0,4
32627,0,1,1,3,0,3,1,1,1
32628,1,2,7,1,5,1,4,1,6
32629,3,0,4,1,5,1,6,1,1
32630,6,4,4,4,4,1,0,2,2
32631,0,1,1,1,0,2,3,3,4
32632,7,2,2,3,3,7,0,3,7
32633,5,5,3,2,3,0,4,4,4
32634,1,1,2,2,3,0,4,0,0
32635,2,7,2,2,6,2,4,4,1
32636,2,2,5,4,0,4,3,3,4
32637,1,1,1,4,1,5,2,2,2
32638,2,7,2,4,1,5,3,4,0
32639,7,2,2,5,1,1,5,5,0
32640,4,4,4,1,5,1,2,2,5
32641,5,3,0,3,3,3,4,0,0
32642,4,4,1,3,3,3,2,2,5
32643,4,4,4,0,2,6,4,4,4
32644,4,4,4,2,6,2,4,4,4
32645,0,3,3,3,7,4,7,3,3
32646,3,3,3,2,2,2,1,1,1
32647,0,4,6,5,1,1,0,3,7
32648,5,5,3,0,2,6,2,2,2
32649,1,0,0,4,1,5,0,4,4
32650,3,3,3,3,0,3,4,0,0
32651,1,1,1,5,1,1,1,1,2
32652,1,0,0,4,4,1,7,3,3
32653,3,3,0,0,3,3,6,1,1
32654,7,2,2,1,1,0,0,3,7
32655,3,0,3,0,4,4,3,3,4
32656,4,4,1,3,7,4,5,0,3
32657,3,3,3,4,1,5,5,5,0
32658,3,0,4,0,2,6,2,0,2
32659,6,4,4,1,1,0,1,1,2
32660,4,4,4,2,2,3,0,3,7
32661,4,6,4,2,2,3,1,1,2
32662,3,0,4,1,0,2,4,4,4
32663,2,2,5,2,2,2,7,3,3
32664,3,0,3,1,1,1,1,1,2
32665,1,1,1,2,2,3,5,5,0
32666,0,1,1,2,2,2,2,5,5
32667,0,4,6,1,1,0,2,0,2
32668,0,1,1,1,1,0,0,4,4
32669,2,2,2,4,1,5,3,7,3
32670,2,7,2,4,0,4,2,2,5
32671,3,3,3,5,1,1,4,0,0
32672,2,2,5,2,2,3,4,0,0
32673,1,1,2,1,1,0,3,7,3
32674,0,3,3,2,2,3,1,1,2
32675,5,5,3,3,0,3,4,0,0
32676,0,1,1,3,3,3,3,7,3
32677,0,4,6,1,1,1,3,7,3
32678,6,4,4,2,2,2,3,7,3
32679,2,5,5,4,4,4,4,1,6
32680,4,4,4,0,3,3,1,1,1
32681,1,0,0,4,0,4,4,0,0
32682,4,4,4,1,1,0,3,7,3
32683,4,6,4,3,7,4,4,1,6
32684,4,6,4,2,3,0,2,2,5
32685,0,1,1,2,2,2,4,4,1
32686,4,4,4,2,2,2,5,5,0
32687,3,0,3,1,1,1,5,0,3
32688,1,0,0,1,5,1,1,2,0
32689,1,0,0,3,3,7,2,2,5
32690,7,2,2,3,0,3,1,2,0
32691,2,2,2,2,3,0,0,4,4
32692,3,0,3,6,2,2,0,2,2
32693,5,5,3,4,0,4,4,0,0
32694,0,3,3,0,2,6,1,1,2
32695,5,5,3,4,0,4,3,3,3
32696,4,1,0,7,4,0,1,2,0
32697,5,3,0,2,2,2,1,1,2
32698,5,5,3,2,3,0,0,4,4
32699,1,1,1,4,0,4,3,7,3
32700,5,5,3,2,2,2,3,7,3
32701,4,4,1,1,0,2,5,5,0
32702,3,3,0,1,0,2,5,5,0
32703,6,4,4,2,6,2,2,2,5
32704,1,1,2,3,3,7,3,7,3
32705,1,2,7,7,4,0,0,2,2
32706,2,2,5,2,3,0,1,1,2
32707,4,4,4,4,0,4,0,0,4
32708,2,7,2,4,4,1,3,3,4
32709,7,2,2,4,4,1,2,0,2
32710,2,2,2,5,1,1,0,2,2
32711,2,7,2,4,4,4,3,4,0
32712,3,3,3,3,3,3,0,3,7
32713,0,4,6,2,2,3,3,3,4
32714,2,5,5,2,6,2,0,3,7
32715,3,3,3,1,1,1,5,5,0
32716,1,1,1,1,5,1,4,4,4
32717,4,6,4,2,2,3,0,4,4
32718,0,1,1,1,5,1,0,0,4
32719,4,1,0,5,1,1,2,0,2
32720,4,4,1,1,0,2,1,2,0
32721,2,5,5,1,1,0,2,2,2
32722,0,4,6,2,6,2,7,3,3
32723,1,1,1,0,4,4,3,3,4
32724,2,2,5,2,2,3,2,2,2
32725,6,4,4,0,3,3,2,2,5
32726,2,7,2,2,2,2,1,1,1
32727,5,3,0,3,7,4,1,1,1
32728,1,2,7,1,0,2,4,0,0
